"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"494",2.00399529108135e-80,0.851679446834912,0.963,0.604,4.62441953369932e-76,"17","NCOA4","nuclear receptor coactivator 4","17, 5","","This gene encodes an androgen receptor coactivator. The encoded protein interacts with the androgen receptor in a ligand-dependent manner to enhance its transcriptional activity. Chromosomal translocations between this gene and the ret tyrosine kinase gene, also located on chromosome 10, have been associated with papillary thyroid carcinoma. Alternatively spliced transcript variants have been described. Pseudogenes are present on chromosomes 4, 5, 10, and 14. [provided by RefSeq, Feb 2009]","",""
"495",2.39708700670925e-65,0.831478347405462,0.934,0.619,5.53151797668227e-61,"17","BNIP3L","BCL2 interacting protein 3 like","17, 21, 5","","This gene encodes a protein that belongs to the pro-apoptotic subfamily within the Bcl-2 family of proteins. The encoded protein binds to Bcl-2 and possesses the BH3 domain. The protein directly targets mitochondria and causes apoptotic changes, including loss of membrane potential and the release of cytochrome c. [provided by RefSeq, Feb 2015]","TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",""
"496",1.4199777516186e-58,0.649403466978819,0.733,0.317,3.27674065963509e-54,"17","OAT","ornithine aminotransferase","","","This gene encodes the mitochondrial enzyme ornithine aminotransferase, which is a key enzyme in the pathway that converts arginine and ornithine into the major excitatory and inhibitory neurotransmitters glutamate and GABA. Mutations that result in a deficiency of this enzyme cause the autosomal recessive eye disease Gyrate Atrophy. Alternatively spliced transcript variants encoding different isoforms have been described. Related pseudogenes have been defined on the X chromosome. [provided by RefSeq, Jan 2010]","Amino acid synthesis and interconversion (transamination)",""
"497",9.65301582359049e-58,1.15915856169383,0.947,0.871,2.22752993145174e-53,"17","PRDX2","peroxiredoxin 2","14, 17, 22, 3","","This gene encodes a member of the peroxiredoxin family of antioxidant enzymes, which reduce hydrogen peroxide and alkyl hydroperoxides. The encoded protein plays an antioxidant protective role in cells, and it may contribute to the antiviral activity of CD8(+) T-cells. The crystal structure of this protein has been resolved to 2.7 angstroms. This protein prevents hemolytic anemia from oxidative stress by stabilizing hemoglobin, thus making this gene a therapeutic target for patients with hemolytic anemia. This protein may have a proliferative effect and play a role in cancer development or progression. Related pseudogenes have been identified on chromosomes 5, 6, 10 and 13. [provided by RefSeq, Mar 2013]","Detoxification of Reactive Oxygen Species; TP53 Regulates Metabolic Genes; Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models","Peroxiredoxins"
"498",8.59218652188827e-54,0.641013924938544,0.992,0.883,1.98273296179094e-49,"17","BLVRB","biliverdin reductase B","17, 22, 3","","The final step in heme metabolism in mammals is catalyzed by the cytosolic biliverdin reductase enzymes A and B (EC 1.3.1.24).[supplied by OMIM, Jul 2009]","Heme degradation","Short chain dehydrogenase/reductase superfamily"
"499",2.77487725862071e-45,0.740507137000337,0.79,0.482,6.40330676199315e-41,"17","UROD","uroporphyrinogen decarboxylase","17, 22, 3","","This gene encodes an enzyme in the heme biosynthetic pathway. This enzyme is responsible for catalyzing the conversion of uroporphyrinogen to coproporphyrinogen through the removal of four carboxymethyl side chains. Mutations and deficiency in this enzyme are known to cause familial porphyria cutanea tarda and hepatoerythropoetic porphyria.[provided by RefSeq, Aug 2010]","Heme biosynthesis",""
"500",5.18245506206366e-25,0.694291858598906,0.638,0.388,1.19590333012181e-20,"17","H1F0","H1 histone family member 0","","","Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Nucleosomes consist of approximately 146 bp of DNA wrapped around a histone octamer composed of pairs of each of the four core histones (H2A, H2B, H3, and H4). The chromatin fiber is further compacted through the interaction of a linker histone, H1, with the DNA between the nucleosomes to form higher order chromatin structures. This gene is intronless and encodes a replication-independent histone that is a member of the histone H1 family. [provided by RefSeq, Oct 2015]","Activation of DNA fragmentation factor; Formation of Senescence-Associated Heterochromatin Foci (SAHF)","Histones"
"501",0,2.4366673808575,0.624,0.044,0,"18","NPY","neuropeptide Y","","","This gene encodes a neuropeptide that is widely expressed in the central nervous system and influences many physiological processes, including cortical excitability, stress response, food intake, circadian rhythms, and cardiovascular function. The neuropeptide functions through G protein-coupled receptors to inhibit adenylyl cyclase, activate mitogen-activated protein kinase (MAPK), regulate intracellular calcium levels, and activate potassium channels. A polymorphism in this gene resulting in a change of leucine 7 to proline in the signal peptide is associated with elevated cholesterol levels, higher alcohol consumption, and may be a risk factor for various metabolic and cardiovascular diseases. The protein also exhibits antimicrobial activity against bacteria and fungi. [provided by RefSeq, Oct 2014]","Peptide ligand-binding receptors; G alpha (i) signalling events","Endogenous ligands"
"502",0,1.83622779719419,0.64,0.026,0,"18","STMN2","stathmin 2","","","This gene encodes a member of the stathmin family of phosphoproteins. Stathmin proteins function in microtubule dynamics and signal transduction. The encoded protein plays a regulatory role in neuronal growth and is also thought to be involved in osteogenesis. Reductions in the expression of this gene have been associated with Down's syndrome and Alzheimer's disease. Alternatively spliced transcript variants have been observed for this gene. A pseudogene of this gene is located on the long arm of chromosome 6. [provided by RefSeq, Nov 2010]","","Stathmins"
"503",0,1.81335895974915,0.632,0.022,0,"18","SLC5A12","solute carrier family 5 member 12","","","Normal blood lactate is maintained at about 1.5 mM, and little filtered lactate is excreted in urine. Reabsorption of lactate is mediated by the low-affinity Na(+)-coupled lactate transporter SLC5A12 in the initial part of the proximal tubule and by the high-affinity Na(+)-coupled lactate transporter SLC5A8 (MIM 608044) in the distal proximal tubule (Gopal et al., 2007 [PubMed 17692818]).[supplied by OMIM, Dec 2008]","Multifunctional anion exchangers","Solute carriers"
"504",0,1.34192667603895,0.723,0.049,0,"18","CLDN15","claudin 15","","endothelial cells","This gene encodes a member of the claudin family. Claudins are integral membrane proteins and components of tight junction strands. Tight junction strands serve as a physical barrier to prevent solutes and water from passing freely through the paracellular space between epithelial or endothelial cell sheets, and also play critical roles in maintaining cell polarity and signal transductions. Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jun 2010]","Tight junction interactions","Claudins"
"505",8.73106413887596e-284,1.32984559458925,0.798,0.104,2.01478036068702e-279,"18","C19orf33","chromosome 19 open reading frame 33","13, 18","fibroblasts","The protein encoded by this gene has been shown to be upregulated in SV40-immortalized fibroblasts as well as in endometrial carcinoma cells. The encoded protein is found primarily in the nucleus. This protein may play a role in placental development and diseases such as pre-eclampsia. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2015]","",""
"506",6.97478753037668e-264,1.21198267917006,0.851,0.134,1.60950197050972e-259,"18","PERP","PERP, TP53 apoptosis effector","","","Not available","TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain; Formation of the cornified envelope",""
"507",2.79137798353398e-262,1.42820890947133,0.55,0.048,6.44138383480302e-258,"18","AGTR1","angiotensin II receptor type 1","","","Angiotensin II is a potent vasopressor hormone and a primary regulator of aldosterone secretion. It is an important effector controlling blood pressure and volume in the cardiovascular system. It acts through at least two types of receptors. This gene encodes the type 1 receptor which is thought to mediate the major cardiovascular effects of angiotensin II. This gene may play a role in the generation of reperfusion arrhythmias following restoration of blood flow to ischemic or infarcted myocardium. It was previously thought that a related gene, denoted as AGTR1B, existed; however, it is now believed that there is only one type 1 receptor gene in humans. Multiple alternatively spliced transcript variants have been reported for this gene. [provided by RefSeq, Jul 2012]","Peptide ligand-binding receptors; G alpha (q) signalling events; Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis","Angiotensin receptors"
"508",9.36533648759647e-257,1.19956212534799,0.467,0.034,2.16114504787776e-252,"18","SLPI","secretory leukocyte peptidase inhibitor","","neutrophil granulocyte","This gene encodes a secreted inhibitor which protects epithelial tissues from serine proteases. It is found in various secretions including seminal plasma, cervical mucus, and bronchial secretions, and has affinity for trypsin, leukocyte elastase, and cathepsin G. Its inhibitory effect contributes to the immune response by protecting epithelial surfaces from attack by endogenous proteolytic enzymes. This antimicrobial protein has antibacterial, antifungal and antiviral activity. [provided by RefSeq, Nov 2014]","Neutrophil degranulation","WAP four-disulfide core domain containing"
"509",1.41637650961698e-255,1.25263735298441,0.678,0.078,3.26843043359214e-251,"18","CLIC3","chloride intracellular channel 3","18, 20","","Chloride channels are a diverse group of proteins that regulate fundamental cellular processes including stabilization of cell membrane potential, transepithelial transport, maintenance of intracellular pH, and regulation of cell volume. Chloride intracellular channel 3 is a member of the p64 family and is predominantly localized in the nucleus and stimulates chloride ion channel activity. In addition, this protein may participate in cellular growth control, based on its association with ERK7, a member of the MAP kinase family. [provided by RefSeq, Jul 2008]","","Chloride intracellular channels"
"510",3.50051395799571e-247,1.17908232613469,0.698,0.086,8.07778600947089e-243,"18","PDPN","podoplanin","16, 18","","This gene encodes a type-I integral membrane glycoprotein with diverse distribution in human tissues. The physiological function of this protein may be related to its mucin-type character. The homologous protein in other species has been described as a differentiation antigen and influenza-virus receptor. The specific function of this protein has not been determined but it has been proposed as a marker of lung injury. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]","GPVI-mediated activation cascade",""
"511",7.70759230189476e-233,1.19400633568865,0.74,0.101,1.77860399958524e-228,"18","EFNA1","ephrin A1","","","This gene encodes a member of the ephrin (EPH) family. The ephrins and EPH-related receptors comprise the largest subfamily of receptor protein-tyrosine kinases and have been implicated in mediating developmental events, especially in the nervous system and in erythropoiesis. Based on their structures and sequence relationships, ephrins are divided into the ephrin-A (EFNA) class, which are anchored to the membrane by a glycosylphosphatidylinositol linkage, and the ephrin-B (EFNB) class, which are transmembrane proteins. This gene encodes an EFNA class ephrin which binds to the EPHA2, EPHA4, EPHA5, EPHA6, and EPHA7 receptors. Two transcript variants that encode different isoforms were identified through sequence analysis. [provided by RefSeq, Jul 2008]","EPH-Ephrin signaling; EPH-Ephrin signaling; EPHA-mediated growth cone collapse; EPHA-mediated growth cone collapse; EPH-ephrin mediated repulsion of cells; EPH-ephrin mediated repulsion of cells","Ephrins"
"512",1.36378742552529e-208,2.19427258774321,0.926,0.228,3.14707586314216e-204,"18","KRT19","keratin 19","16, 18, 20","","The protein encoded by this gene is a member of the keratin family. The keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into cytokeratins and hair keratins. The type I cytokeratins consist of acidic proteins which are arranged in pairs of heterotypic keratin chains. Unlike its related family members, this smallest known acidic cytokeratin is not paired with a basic cytokeratin in epithelial cells. It is specifically expressed in the periderm, the transiently superficial layer that envelopes the developing epidermis. The type I cytokeratins are clustered in a region of chromosome 17q12-q21. [provided by RefSeq, Jul 2008]","Keratinization; Formation of the cornified envelope","Keratins, type I"
"513",3.67329479996937e-193,1.42485946854495,0.541,0.066,8.47649508040932e-189,"18","NNMT","nicotinamide N-methyltransferase","","","N-methylation is one method by which drug and other xenobiotic compounds are metabolized by the liver. This gene encodes the protein responsible for this enzymatic activity which uses S-adenosyl methionine as the methyl donor. [provided by RefSeq, Jul 2008]","Methylation; Nicotinamide salvaging; Metabolism of ingested SeMet, Sec, MeSec into H2Se","Seven-beta-strand methyltransferase motif containing"
"514",3.35260924192306e-173,2.01032178714132,0.785,0.171,7.73648108666165e-169,"18","CKB","creatine kinase B","","","The protein encoded by this gene is a cytoplasmic enzyme involved in energy homeostasis. The encoded protein reversibly catalyzes the transfer of phosphate between ATP and various phosphogens such as creatine phosphate. It acts as a homodimer in brain as well as in other tissues, and as a heterodimer with a similar muscle isozyme in heart. The encoded protein is a member of the ATP:guanido phosphotransferase protein family. A pseudogene of this gene has been characterized. [provided by RefSeq, Jul 2008]","Creatine metabolism",""
"515",1.05864533245469e-155,1.13586323725298,0.702,0.139,2.44292996917245e-151,"18","AQP1","aquaporin 1 (Colton blood group)","","erythrocyte","This gene encodes a small integral membrane protein with six bilayer spanning domains that functions as a water channel protein. This protein permits passive transport of water along an osmotic gradient. This gene is a possible candidate for disorders involving imbalance in ocular fluid movement. [provided by RefSeq, Aug 2016]","Erythrocytes take up carbon dioxide and release oxygen; Erythrocytes take up oxygen and release carbon dioxide; Vasopressin regulates renal water homeostasis via Aquaporins; Passive transport by Aquaporins","Aquaporins|Blood group antigens"
"516",2.35272154871637e-154,1.75264514785888,0.988,0.388,5.4291402458179e-150,"18","KRT8","keratin 8","16, 18, 20, 4","","This gene is a member of the type II keratin family clustered on the long arm of chromosome 12. Type I and type II keratins heteropolymerize to form intermediate-sized filaments in the cytoplasm of epithelial cells. The product of this gene typically dimerizes with keratin 18 to form an intermediate filament in simple single-layered epithelial cells. This protein plays a role in maintaining cellular structural integrity and also functions in signal transduction and cellular differentiation. Mutations in this gene cause cryptogenic cirrhosis. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2012]","Keratinization; Formation of the cornified envelope","Keratins, type II"
"517",1.99733130840455e-151,1.23827003887396,0.814,0.206,4.60904172727435e-147,"18","TMEM98","transmembrane protein 98","16, 18","","This gene encodes a transmembrane protein. A missense mutation in this gene result in Nanophthalmos 4 (NNO4). Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Sep 2014]","",""
"518",8.21423103832659e-146,1.93426582444919,0.992,0.489,1.89551595440424e-141,"18","S100A10","S100 calcium binding protein A10","15, 16, 18, 4","","The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein may function in exocytosis and endocytosis. [provided by RefSeq, Jul 2008]","Dissolution of Fibrin Clot","S100 calcium binding proteins"
"519",5.36063511591911e-145,1.79673611174337,0.988,0.412,1.23702015934949e-140,"18","KRT18","keratin 18","16, 18, 4","","KRT18 encodes the type I intermediate filament chain keratin 18. Keratin 18, together with its filament partner keratin 8, are perhaps the most commonly found members of the intermediate filament gene family. They are expressed in single layer epithelial tissues of the body. Mutations in this gene have been linked to cryptogenic cirrhosis. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]","Keratinization; Formation of the cornified envelope","Keratins, type I"
"520",9.65026473165938e-145,1.25629642665209,0.665,0.129,2.22689508947772e-140,"18","HAND1","heart and neural crest derivatives expressed 1","18, 4","","The protein encoded by this gene belongs to the basic helix-loop-helix family of transcription factors. This gene product is one of two closely related family members, the HAND proteins, which are asymmetrically expressed in the developing ventricular chambers and play an essential role in cardiac morphogenesis. Working in a complementary fashion, they function in the formation of the right ventricle and aortic arch arteries, implicating them as mediators of congenital heart disease. In addition, it has been suggested that this transcription factor may be required for early trophoblast differentiation. [provided by RefSeq, Jul 2008]","","Basic helix-loop-helix proteins"
"521",3.0596099634575e-139,1.2467518518457,0.748,0.191,7.06035595167453e-135,"18","SERPINB9","serpin family B member 9","","","This gene encodes a member of the serine protease inhibitor family which are also known as serpins. The encoded protein belongs to a subfamily of intracellular serpins. This protein inhibits the activity of the effector molecule granzyme B. Overexpression of this protein may prevent cytotoxic T-lymphocytes from eliminating certain tumor cells. A pseudogene of this gene is found on chromosome 6. [provided by RefSeq, Mar 2012]","","Serpin peptidase inhibitors"
"522",1.94307633090916e-131,1.57249095177865,0.934,0.386,4.48384294120598e-127,"18","SLC2A1","solute carrier family 2 member 1","14, 18, 6","","This gene encodes a major glucose transporter in the mammalian blood-brain barrier. The encoded protein is found primarily in the cell membrane and on the cell surface, where it can also function as a receptor for human T-cell leukemia virus (HTLV) I and II. Mutations in this gene have been found in a family with paroxysmal exertion-induced dyskinesia. [provided by RefSeq, Apr 2013]","Cellular hexose transport; Vitamin C (ascorbate) metabolism; Regulation of insulin secretion; Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1); Lactose synthesis","Solute carriers"
"523",1.6316842813382e-120,1.09778397366263,0.826,0.237,3.76527464761602e-116,"18","NDRG1","N-myc downstream regulated 1","","","This gene is a member of the N-myc downregulated gene family which belongs to the alpha/beta hydrolase superfamily. The protein encoded by this gene is a cytoplasmic protein involved in stress responses, hormone responses, cell growth, and differentiation. The encoded protein is necessary for p53-mediated caspase activation and apoptosis. Mutations in this gene are a cause of Charcot-Marie-Tooth disease type 4D, and expression of this gene may be a prognostic indicator for several types of cancer. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]","TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain",""
"524",7.27352016096141e-120,1.10077989203811,0.624,0.132,1.67843751234345e-115,"18","CD24","CD24 molecule","11, 18","b cell, progenitor","This gene encodes a sialoglycoprotein that is expressed on mature granulocytes and B cells and modulates growth and differentiation signals to these cells. The precursor protein is cleaved to a short 32 amino acid mature peptide which is anchored via a glycosyl phosphatidylinositol (GPI) link to the cell surface. This gene was missing from previous genome assemblies, but is properly located on chromosome 6. Non-transcribed pseudogenes have been designated on chromosomes 1, 15, 20, and Y. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2014]","L1CAM interactions","CD molecules"
"525",3.95519455643833e-114,1.09004038821856,0.888,0.306,9.12700695843708e-110,"18","CDKN1C","cyclin dependent kinase inhibitor 1C","18, 6","","This gene is imprinted, with preferential expression of the maternal allele. The encoded protein is a tight-binding, strong inhibitor of several G1 cyclin/Cdk complexes and a negative regulator of cell proliferation. Mutations in this gene are implicated in sporadic cancers and Beckwith-Wiedemann syndorome, suggesting that this gene is a tumor suppressor candidate. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]","Cyclin D associated events in G1",""
"526",2.42056951497507e-110,1.31120488336185,0.802,0.262,5.58570621275648e-106,"18","ID1","inhibitor of DNA binding 1, HLH protein","","","The protein encoded by this gene is a helix-loop-helix (HLH) protein that can form heterodimers with members of the basic HLH family of transcription factors. The encoded protein has no DNA binding activity and therefore can inhibit the DNA binding and transcriptional activation ability of basic HLH proteins with which it interacts. This protein may play a role in cell growth, senescence, and differentiation. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","Oncogene Induced Senescence","Basic helix-loop-helix proteins"
"527",1.10304124840213e-108,1.19690063500493,0.81,0.257,2.54537798481276e-104,"18","TMEM88","transmembrane protein 88","16, 18, 4","","Not available","",""
"528",7.60237297203229e-108,1.04013497443126,0.93,0.486,1.75432358702617e-103,"18","SPINT2","serine peptidase inhibitor, Kunitz type 2","","hepatocyte","This gene encodes a transmembrane protein with two extracellular Kunitz domains that inhibits a variety of serine proteases. The protein inhibits HGF activator which prevents the formation of active hepatocyte growth factor. This gene is a putative tumor suppressor, and mutations in this gene result in congenital sodium diarrhea. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2009]","MET Receptor Activation; Signaling by MST1",""
"529",4.07626534789088e-107,1.26305469710254,0.86,0.285,9.40638991679299e-103,"18","GPC3","glypican 3","18, 4, 8","","Cell surface heparan sulfate proteoglycans are composed of a membrane-associated protein core substituted with a variable number of heparan sulfate chains. Members of the glypican-related integral membrane proteoglycan family (GRIPS) contain a core protein anchored to the cytoplasmic membrane via a glycosyl phosphatidylinositol linkage. These proteins may play a role in the control of cell division and growth regulation. The protein encoded by this gene can bind to and inhibit the dipeptidyl peptidase activity of CD26, and it can induce apoptosis in certain cell types. Deletion mutations in this gene are associated with Simpson-Golabi-Behmel syndrome, also known as Simpson dysmorphia syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2009]","A tetrasaccharide linker sequence is required for GAG synthesis; HS-GAG biosynthesis; HS-GAG biosynthesis; HS-GAG degradation; Defective B4GALT7 causes EDS, progeroid type; Defective B3GAT3 causes JDSSDHD; Defective EXT2 causes exostoses 2; Defective EXT1 causes exostoses 1, TRPS2 and CHDS; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Defective B3GALT6 causes EDSP2 and SEMDJL1; Post-translational protein phosphorylation; Retinoid metabolism and transport","Glypicans"
"530",1.39639093523208e-103,1.37169872633576,0.901,0.49,3.22231172214155e-99,"18","EZR","ezrin","","","The cytoplasmic peripheral membrane protein encoded by this gene functions as a protein-tyrosine kinase substrate in microvilli. As a member of the ERM protein family, this protein serves as an intermediate between the plasma membrane and the actin cytoskeleton. This protein plays a key role in cell surface structure adhesion, migration and organization, and it has been implicated in various human cancers. A pseudogene located on chromosome 3 has been identified for this gene. Alternatively spliced variants have also been described for this gene. [provided by RefSeq, Jul 2008]","Netrin-1 signaling; Recycling pathway of L1; Recycling pathway of L1","A-kinase anchoring proteins|FERM domain containing"
"531",5.35704845703179e-100,1.80622866230929,0.388,0.059,1.23619250194466e-95,"18","PTGDS","prostaglandin D2 synthase","","megakaryocyte","The protein encoded by this gene is a glutathione-independent prostaglandin D synthase that catalyzes the conversion of prostaglandin H2 (PGH2) to postaglandin D2 (PGD2). PGD2 functions as a neuromodulator as well as a trophic factor in the central nervous system. PGD2 is also involved in smooth muscle contraction/relaxation and is a potent inhibitor of platelet aggregation. This gene is preferentially expressed in brain. Studies with transgenic mice overexpressing this gene suggest that this gene may be also involved in the regulation of non-rapid eye movement sleep. [provided by RefSeq, Jul 2008]","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)","Lipocalins"
"532",6.02138496402299e-97,1.68941319146405,0.872,0.37,1.38949479429794e-92,"18","FRZB","frizzled related protein","18, 4, 6","","The protein encoded by this gene is a secreted protein that is involved in the regulation of bone development. Defects in this gene are a cause of female-specific osteoarthritis (OA) susceptibility. [provided by RefSeq, Apr 2010]","","Secreted frizzled-related proteins"
"533",2.0908494617881e-95,1.17966516265945,0.938,0.554,4.82484421802222e-91,"18","LY6E","lymphocyte antigen 6 family member E","","","Not available","Post-translational modification: synthesis of GPI-anchored proteins","LY6/PLAUR domain containing"
"534",5.02579977753063e-94,1.10120879212539,0.979,0.793,1.15975355666297e-89,"18","ZFAS1","ZNFX1 antisense RNA 1","","","This gene represents a snoRNA host gene that produces a non-coding RNA. Increased expression or amplification of this locus is associated with cancer progression and metastasis. This transcript regulates expression of genes involved in differentiation. It may act a molecular sponge for microRNAs. Alternatively spliced transcript variants have been observed. [provided by RefSeq, Dec 2017]","","Long non-coding RNAs (published)"
"535",5.65697729670904e-90,1.04025047913606,0.975,0.452,1.30540408098858e-85,"18","IGF2","insulin like growth factor 2","18, 4, 6","megakaryocyte","This gene encodes a member of the insulin family of polypeptide growth factors, which are involved in development and growth. It is an imprinted gene, expressed only from the paternal allele, and epigenetic changes at this locus are associated with Wilms tumour, Beckwith-Wiedemann syndrome, rhabdomyosarcoma, and Silver-Russell syndrome. A read-through INS-IGF2 gene exists, whose 5' region overlaps the INS gene and the 3' region overlaps this gene. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]","Platelet degranulation ; Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R); IRS-related events triggered by IGF1R; SHC-related events triggered by IGF1R; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",""
"536",3.75457071867516e-74,1.11547034416737,0.579,0.166,8.6640473904148e-70,"18","MTRNR2L12","MT-RNR2 like 12","18, 21","","Not available","",""
"537",1.25940874561165e-69,1.31730648928578,0.893,0.441,2.90621162137343e-65,"18","APOE","apolipoprotein E","18, 8","","The protein encoded by this gene is a major apoprotein of the chylomicron. It binds to a specific liver and peripheral cell receptor, and is essential for the normal catabolism of triglyceride-rich lipoprotein constituents. This gene maps to chromosome 19 in a cluster with the related apolipoprotein C1 and C2 genes. Mutations in this gene result in familial dysbetalipoproteinemia, or type III hyperlipoproteinemia (HLP III), in which increased plasma cholesterol and triglycerides are the consequence of impaired clearance of chylomicron and VLDL remnants. [provided by RefSeq, Jun 2016]","Scavenging by Class A Receptors; Scavenging by Class A Receptors; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; Post-translational protein phosphorylation; Chylomicron assembly; Chylomicron remodeling; Chylomicron clearance; Chylomicron clearance; HDL remodeling; Retinoid metabolism and transport; Retinoid metabolism and transport","Apolipoproteins"
"538",3.76767082180533e-68,1.0433625816553,0.781,0.421,8.69427718839798e-64,"18","LEPROTL1","leptin receptor overlapping transcript like 1","","","Not available","",""
"539",1.67435605054026e-67,1.1284339796712,0.917,0.693,3.8637440222267e-63,"18","SARAF","store-operated calcium entry associated regulatory factor","","","Not available","",""
"540",7.48966245582321e-66,1.30190186928468,0.694,0.335,1.72831450830576e-61,"18","SLC7A7","solute carrier family 7 member 7","","","The protein encoded by this gene is the light subunit of a cationic amino acid transporter. This sodium-independent transporter is formed when the light subunit encoded by this gene dimerizes with the heavy subunit transporter protein SLC3A2. This transporter is found in epithelial cell membranes where it transfers cationic and large neutral amino acids from the cell to the extracellular space. Defects in this gene are a cause of lysinuric protein intolerance (LPI). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2011]","Basigin interactions; Amino acid transport across the plasma membrane; Defective SLC7A7 causes lysinuric protein intolerance (LPI)","Solute carriers"
"541",8.67981653990349e-61,1.48131832608459,0.798,0.519,2.00295446474813e-56,"18","SLC16A3","solute carrier family 16 member 3","","","Lactic acid and pyruvate transport across plasma membranes is catalyzed by members of the proton-linked monocarboxylate transporter (MCT) family, which has been designated solute carrier family-16. Each MCT appears to have slightly different substrate and inhibitor specificities and transport kinetics, which are related to the metabolic requirements of the tissues in which it is found. The MCTs, which include MCT1 (SLC16A1; MIM 600682) and MCT2 (SLC16A7; MIM 603654), are characterized by 12 predicted transmembrane domains (Price et al., 1998 [PubMed 9425115]).[supplied by OMIM, Mar 2008]","Basigin interactions; Proton-coupled monocarboxylate transport; Pyruvate metabolism","Solute carriers"
"542",2.83000187730657e-50,1.228739132685,0.752,0.384,6.53051233207264e-46,"18","VTN","vitronectin","18, 8","","The protein encoded by this gene is a member of the pexin family. It is found in serum and tissues and promotes cell adhesion and spreading, inhibits the membrane-damaging effect of the terminal cytolytic complement pathway, and binds to several serpin serine protease inhibitors. It is a secreted protein and exists in either a single chain form or a clipped, two chain form held together by a disulfide bond. [provided by RefSeq, Jul 2008]","Molecules associated with elastic fibres; Integrin cell surface interactions; Syndecan interactions; ECM proteoglycans; ECM proteoglycans; Regulation of Complement cascade","Endogenous ligands|Complement system regulators and receptors"
"543",1.06323107633345e-40,2.75173291052442,0.698,0.321,2.45351203174708e-36,"18","ALB","albumin","18, 8","megakaryocyte","This gene encodes the most abundant protein in human blood. This protein functions in the regulation of blood plasma colloid osmotic pressure and acts as a carrier protein for a wide range of endogenous molecules including hormones, fatty acids, and metabolites, as well as exogenous drugs. Additionally, this protein exhibits an esterase-like activity with broad substrate specificity. The encoded preproprotein is proteolytically processed to generate the mature protein. A peptide derived from this protein, EPI-X4, is an endogenous inhibitor of the CXCR4 chemokine receptor. [provided by RefSeq, Jul 2016]","Platelet degranulation ; Recycling of bile acids and salts; Scavenging of heme from plasma; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR); Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR); Transport of organic anions; Post-translational protein phosphorylation; HDL remodeling",""
"544",2.98181050552944e-39,1.09891204551931,0.851,0.537,6.88082592255972e-35,"18","MT-ND4L","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L","","","Not available","","NADH:ubiquinone oxidoreductase core subunits"
